session_id,user_id,city,hour,day_of_week,meal_time,user_segment,user_frequency,user_order_count,user_avg_order_value,restaurant_id,restaurant_type,cuisine_type,restaurant_rating,cart_items,cart_size,cart_value,has_main,has_side,has_drink,has_dessert,true_addon,addon_price,addon_category
8375,18,Delhi,18,2,dinner,occasional,power,7,266.21,252,independent,Continental,4.4,"Chicken Fried Rice,Fresh Lime,Raita,Salan",4,400,1,1,1,0,Ice Cream,90,Dessert
8376,844,Bangalore,9,2,breakfast,budget,new,18,930.46,219,chain,Continental,4.5,"Biryani,Paneer Tikka",2,500,1,0,0,0,Mineral Water,20,Drink
8377,3439,Mumbai,15,5,dinner,premium,power,10,205.25,714,independent,Continental,3.6,"Hakka Noodles,Biryani,Rasgulla",3,540,1,0,0,1,Naan,40,Bread
8378,5232,Mumbai,17,5,dinner,premium,new,7,577.29,223,independent,Indian,4.5,"Hakka Noodles,Chicken Fried Rice,Fresh Lime,Samosa",4,500,1,0,1,0,Coke,50,Drink
8379,2823,Kolkata,23,5,late_night,budget,new,20,266.3,283,chain,Mixed,4.5,"Chicken Fried Rice,Raita",2,270,1,1,0,0,Spring Rolls,120,Starter
8380,5357,Hyderabad,10,1,breakfast,occasional,power,13,864.76,442,independent,Indian,3.7,"Chicken Fried Rice,Lassi,Gulab Jamun,Paneer Tikka",4,580,1,0,1,1,Ice Cream,90,Dessert
8381,2669,Kolkata,13,1,lunch,premium,regular,8,581.31,411,chain,Mixed,4.5,"Chicken Fried Rice,Dal Makhani,Gulab Jamun",3,470,1,0,0,1,Mineral Water,20,Drink
8382,928,Bangalore,15,3,dinner,occasional,power,2,470.7,88,independent,Mixed,4.3,"Paneer Tikka,Raita,Gulab Jamun,Salan",4,430,1,1,0,1,Spring Rolls,120,Starter
8383,2602,Bangalore,18,2,dinner,premium,power,9,687.55,333,independent,Mixed,4.7,"Hakka Noodles,Biryani",2,470,1,0,0,0,Coke,50,Drink
8384,2790,Bangalore,18,5,dinner,occasional,power,22,440.07,585,chain,Indian,3.5,"Butter Chicken,Rasgulla,Gulab Jamun",3,470,1,0,0,1,Biryani,280,Main
8385,3915,Delhi,9,5,breakfast,budget,power,25,490.96,497,chain,Indian,3.9,"Paneer Tikka,Samosa,Mineral Water",3,280,1,0,1,0,Coke,50,Drink
8386,4748,Bangalore,9,3,breakfast,budget,new,25,507.87,567,chain,Chinese,4.2,"Coke,Roti,Hakka Noodles",3,270,1,0,1,0,Spring Rolls,120,Starter
8387,1430,Kolkata,21,4,late_night,premium,regular,14,870.68,601,independent,Mixed,4.1,"Biryani,Ice Cream,Coke,Gulab Jamun",4,500,1,0,1,1,Salan,70,Side
8388,2559,Kolkata,18,1,dinner,occasional,regular,18,440.78,211,chain,Chinese,4.7,Chicken Fried Rice,1,210,1,0,0,0,Gulab Jamun,80,Dessert
8389,5110,Hyderabad,16,6,dinner,occasional,power,13,380.66,570,chain,Mixed,3.8,Samosa,1,40,0,0,0,0,Mineral Water,20,Drink
8390,1087,Hyderabad,22,1,late_night,occasional,new,8,816.64,677,independent,Continental,4.7,"Dal Makhani,Salad,Fresh Lime,Rasgulla",4,400,1,0,1,1,Roti,30,Bread
8391,3805,Hyderabad,9,0,breakfast,budget,power,23,425.91,398,chain,Indian,4.5,"Biryani,Papad",2,305,1,1,0,0,Mineral Water,20,Drink
8392,2705,Mumbai,16,3,dinner,premium,regular,15,542.1,629,chain,Indian,4.5,"Mineral Water,Fresh Lime",2,80,0,0,1,0,Chicken Wings,180,Starter
8393,4666,Hyderabad,12,2,lunch,premium,regular,5,762.3,429,chain,Mixed,4.7,"Dal Makhani,Salad",2,270,1,0,0,0,Papad,25,Side
8394,3909,Kolkata,19,0,dinner,budget,regular,1,534.04,460,independent,Chinese,4.4,"Chicken Fried Rice,Dal Makhani,Paneer Tikka",3,610,1,0,0,0,Mineral Water,20,Drink
8395,3628,Hyderabad,18,4,dinner,occasional,power,9,768.43,452,chain,Continental,4.2,"Dal Makhani,Papad",2,205,1,1,0,0,Spring Rolls,120,Starter
8396,2249,Delhi,9,2,breakfast,premium,power,12,334.09,285,independent,Chinese,3.6,"Salan,Dal Makhani,Chicken Wings",3,430,1,1,0,0,Roti,30,Bread
8397,1566,Hyderabad,10,2,breakfast,premium,power,23,326.76,504,independent,Mixed,4.5,"Biryani,Coke,Rasgulla,Dal Makhani",4,580,1,0,1,1,Salan,70,Side
8398,2242,Kolkata,23,4,late_night,occasional,power,6,525.3,768,chain,Indian,4.0,"Paneer Tikka,Salad,Samosa",3,350,1,0,0,0,Naan,40,Bread
8399,489,Hyderabad,21,3,late_night,occasional,power,26,409.06,143,independent,Indian,4.3,"Paneer Tikka,Salad,Butter Chicken",3,630,1,0,0,0,Naan,40,Bread
8400,549,Mumbai,11,3,lunch,budget,power,22,425.43,327,independent,Indian,4.3,Paneer Tikka,1,220,1,0,0,0,Naan,40,Bread
8401,5645,Bangalore,19,2,dinner,budget,power,20,353.58,602,independent,Chinese,4.8,"Chicken Wings,Paneer Tikka",2,400,1,0,0,0,Salad,90,Starter
8402,5302,Kolkata,10,3,breakfast,occasional,new,11,856.64,215,chain,Chinese,4.6,"Biryani,Ice Cream,Raita",3,430,1,1,0,1,Gulab Jamun,80,Dessert
8403,5666,Mumbai,21,1,late_night,occasional,regular,17,322.16,760,chain,Indian,3.6,"Dal Makhani,Mineral Water,Butter Chicken,Ice Cream",4,610,1,0,1,1,Brownie,100,Dessert
8404,3260,Bangalore,10,6,breakfast,occasional,power,16,871.74,355,independent,Continental,4.1,"Paneer Tikka,Gulab Jamun,Papad",3,325,1,1,0,1,Fresh Lime,60,Drink
8405,4419,Hyderabad,20,0,late_night,premium,regular,13,209.5,416,chain,Chinese,3.8,"Paneer Tikka,Lassi,Butter Chicken,Salan",4,680,1,1,1,0,Coke,50,Drink
8406,818,Delhi,23,6,late_night,premium,regular,25,362.91,167,chain,Continental,4.0,"Butter Chicken,Salan,Brownie,Naan",4,530,1,1,0,1,Rasgulla,70,Dessert
8407,1693,Delhi,19,2,dinner,premium,new,23,981.28,225,independent,Chinese,4.1,"Biryani,Hakka Noodles,Dal Makhani,Fresh Lime",4,710,1,0,1,0,Raita,60,Side
8408,1796,Kolkata,19,0,dinner,occasional,regular,29,227.22,384,chain,Continental,4.5,"Hakka Noodles,Roti",2,220,1,0,0,0,Coke,50,Drink
8409,4605,Delhi,20,0,late_night,occasional,power,18,986.27,70,chain,Continental,3.5,Gulab Jamun,1,80,0,0,0,1,Spring Rolls,120,Starter
8410,1789,Mumbai,21,2,late_night,premium,power,5,776.85,129,chain,Chinese,4.3,"Paneer Tikka,Naan,Butter Chicken",3,580,1,0,0,0,Coke,50,Drink
8411,426,Bangalore,19,3,dinner,premium,power,27,956.97,224,independent,Indian,4.1,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
8412,2537,Mumbai,9,2,breakfast,occasional,power,19,336.81,359,chain,Indian,4.7,"Hakka Noodles,Salad",2,280,1,0,0,0,Spring Rolls,120,Starter
8413,4984,Hyderabad,14,2,lunch,occasional,power,4,739.62,782,chain,Chinese,3.5,"Hakka Noodles,Fresh Lime,Paneer Tikka",3,470,1,0,1,0,Coke,50,Drink
8414,680,Kolkata,23,4,late_night,budget,new,11,349.18,93,chain,Mixed,4.7,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
8415,1539,Kolkata,13,4,lunch,premium,power,15,555.44,398,independent,Indian,4.4,"Biryani,Brownie,Gulab Jamun,Chicken Fried Rice",4,670,1,0,0,1,Ice Cream,90,Dessert
8416,1948,Delhi,15,5,dinner,premium,new,2,360.77,533,independent,Indian,3.8,"Chicken Wings,Naan,Spring Rolls",3,340,0,0,0,0,Coke,50,Drink
8417,1942,Kolkata,19,2,dinner,occasional,power,22,803.25,147,independent,Mixed,3.8,Salad,1,90,0,0,0,0,Naan,40,Bread
8418,3507,Delhi,14,4,lunch,occasional,power,29,942.39,346,chain,Mixed,4.2,"Biryani,Fresh Lime",2,340,1,0,1,0,Dal Makhani,180,Main
8419,3892,Bangalore,14,1,lunch,occasional,new,7,824.65,377,chain,Mixed,4.4,"Paneer Tikka,Spring Rolls,Gulab Jamun",3,420,1,0,0,1,Raita,60,Side
8420,5171,Bangalore,20,3,late_night,premium,power,29,259.04,648,independent,Mixed,3.7,"Paneer Tikka,Raita,Mineral Water,Roti",4,330,1,1,1,0,Salan,70,Side
8421,4751,Bangalore,18,2,dinner,budget,new,7,501.67,316,independent,Chinese,4.1,"Biryani,Dal Makhani",2,460,1,0,0,0,Salan,70,Side
8422,1150,Kolkata,17,2,dinner,occasional,power,26,653.91,632,chain,Continental,4.4,"Hakka Noodles,Coke,Roti",3,270,1,0,1,0,Spring Rolls,120,Starter
8423,2133,Kolkata,21,3,late_night,premium,power,28,464.63,418,independent,Indian,4.2,"Dal Makhani,Hakka Noodles,Salad",3,460,1,0,0,0,Naan,40,Bread
8424,3792,Hyderabad,17,2,dinner,budget,regular,12,878.1,740,chain,Continental,4.1,"Butter Chicken,Gulab Jamun,Chicken Wings,Rasgulla",4,650,1,0,0,1,Raita,60,Side
8425,802,Hyderabad,8,0,breakfast,budget,regular,17,642.19,509,chain,Chinese,4.1,"Hakka Noodles,Salan,Fresh Lime",3,320,1,1,1,0,Butter Chicken,320,Main
8426,2965,Hyderabad,10,1,breakfast,budget,power,28,862.65,189,independent,Continental,4.2,"Paneer Tikka,Brownie,Chicken Wings,Roti",4,530,1,0,0,1,Samosa,40,Starter
8427,3834,Hyderabad,23,5,late_night,premium,regular,9,617.57,325,independent,Chinese,4.1,"Paneer Tikka,Papad,Coke,Roti",4,325,1,1,1,0,Dal Makhani,180,Main
8428,235,Kolkata,18,4,dinner,occasional,regular,5,602.26,798,independent,Continental,4.0,Biryani,1,280,1,0,0,0,Lassi,70,Drink
8429,741,Mumbai,23,5,late_night,budget,new,11,459.44,349,chain,Continental,3.5,"Chicken Fried Rice,Fresh Lime,Gulab Jamun",3,350,1,0,1,1,Ice Cream,90,Dessert
8430,3939,Delhi,22,6,late_night,premium,regular,9,927.31,8,chain,Chinese,4.5,"Hakka Noodles,Coke,Salad,Dal Makhani",4,510,1,0,1,0,Spring Rolls,120,Starter
8431,5345,Hyderabad,10,5,breakfast,premium,power,27,227.01,193,independent,Mixed,4.0,"Chicken Fried Rice,Raita,Salan",3,340,1,1,0,0,Rasgulla,70,Dessert
8432,2874,Kolkata,13,3,lunch,occasional,new,28,917.64,56,chain,Mixed,4.6,Biryani,1,280,1,0,0,0,Salan,70,Side
8433,1399,Bangalore,8,6,breakfast,budget,regular,4,770.29,734,independent,Indian,3.8,"Hakka Noodles,Salan,Dal Makhani,Lassi",4,510,1,1,1,0,Spring Rolls,120,Starter
8434,5628,Delhi,9,4,breakfast,premium,power,4,675.71,278,independent,Mixed,3.6,"Brownie,Papad",2,125,0,1,0,1,Fresh Lime,60,Drink
8435,261,Mumbai,12,4,lunch,budget,regular,16,363.59,175,independent,Indian,4.4,Biryani,1,280,1,0,0,0,Raita,60,Side
8436,5540,Bangalore,18,4,dinner,budget,regular,20,376.3,207,chain,Chinese,4.1,"Dal Makhani,Samosa,Chicken Wings,Gulab Jamun",4,480,1,0,0,1,Roti,30,Bread
8437,4064,Delhi,21,5,late_night,premium,new,7,328.67,153,independent,Indian,4.7,"Butter Chicken,Raita,Brownie",3,480,1,1,0,1,Samosa,40,Starter
8438,2138,Bangalore,17,4,dinner,budget,new,20,587.01,216,chain,Chinese,4.1,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
8439,5018,Bangalore,18,6,dinner,occasional,new,13,626.79,584,chain,Mixed,4.1,"Biryani,Spring Rolls",2,400,1,0,0,0,Salan,70,Side
8440,1828,Hyderabad,9,2,breakfast,premium,power,3,999.43,367,independent,Indian,4.1,"Salad,Roti,Coke,Fresh Lime",4,230,0,0,1,0,Hakka Noodles,190,Main
8441,4832,Kolkata,19,5,dinner,occasional,power,20,286.33,307,independent,Chinese,4.6,"Dal Makhani,Salad,Lassi,Biryani",4,620,1,0,1,0,Fresh Lime,60,Drink
8442,5719,Delhi,20,3,late_night,occasional,new,25,907.9,684,chain,Indian,4.6,Dal Makhani,1,180,1,0,0,0,Naan,40,Bread
8443,2624,Mumbai,10,0,breakfast,budget,new,1,506.42,269,chain,Indian,3.6,"Butter Chicken,Rasgulla,Papad,Ice Cream",4,505,1,1,0,1,Mineral Water,20,Drink
8444,2620,Delhi,20,2,late_night,premium,regular,5,600.99,664,independent,Continental,4.7,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
8445,2339,Delhi,14,3,lunch,premium,regular,17,626.74,160,independent,Mixed,3.7,"Paneer Tikka,Spring Rolls",2,340,1,0,0,0,Roti,30,Bread
8446,1367,Bangalore,20,0,late_night,budget,power,12,362.94,198,chain,Continental,3.8,Chicken Fried Rice,1,210,1,0,0,0,Gulab Jamun,80,Dessert
8447,1576,Mumbai,20,6,late_night,premium,new,12,831.44,749,independent,Indian,4.3,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
8448,5225,Mumbai,23,0,late_night,budget,regular,17,606.35,213,independent,Chinese,4.6,"Raita,Brownie,Salan",3,230,0,1,0,1,Rasgulla,70,Dessert
8449,687,Hyderabad,13,0,lunch,budget,regular,9,441.25,698,chain,Indian,4.4,"Papad,Spring Rolls,Brownie",3,245,0,1,0,1,Fresh Lime,60,Drink
8450,154,Delhi,18,6,dinner,occasional,regular,26,506.85,64,independent,Continental,4.1,Biryani,1,280,1,0,0,0,Salan,70,Side
8451,3164,Bangalore,16,2,dinner,premium,power,11,629.37,275,chain,Continental,4.8,"Dal Makhani,Gulab Jamun",2,260,1,0,0,1,Naan,40,Bread
8452,3912,Bangalore,9,1,breakfast,budget,power,1,487.1,571,independent,Indian,4.7,"Biryani,Mineral Water,Paneer Tikka",3,520,1,0,1,0,Salan,70,Side
8453,2364,Bangalore,13,5,lunch,occasional,power,29,965.03,299,chain,Indian,4.4,Chicken Fried Rice,1,210,1,0,0,0,Fresh Lime,60,Drink
8454,1261,Kolkata,19,6,dinner,budget,new,8,496.98,617,chain,Indian,4.6,"Chicken Fried Rice,Spring Rolls,Hakka Noodles,Butter Chicken",4,840,1,0,0,0,Mineral Water,20,Drink
8455,4475,Kolkata,18,3,dinner,occasional,power,27,823.66,457,chain,Continental,4.1,"Coke,Salad,Samosa,Paneer Tikka",4,400,1,0,1,0,Ice Cream,90,Dessert
8456,2608,Bangalore,12,1,lunch,premium,power,9,951.65,349,independent,Continental,4.6,"Dal Makhani,Fresh Lime,Lassi,Chicken Fried Rice",4,520,1,0,1,0,Roti,30,Bread
8457,187,Delhi,10,2,breakfast,occasional,power,5,785.59,573,independent,Chinese,4.1,Dal Makhani,1,180,1,0,0,0,Roti,30,Bread
8458,458,Kolkata,20,1,late_night,premium,regular,9,553.0,715,chain,Indian,4.1,"Butter Chicken,Hakka Noodles",2,510,1,0,0,0,Biryani,280,Main
8459,1290,Hyderabad,20,6,late_night,occasional,power,1,200.84,619,independent,Continental,4.4,"Hakka Noodles,Gulab Jamun",2,270,1,0,0,1,Spring Rolls,120,Starter
8460,5444,Bangalore,19,4,dinner,premium,new,19,343.51,300,independent,Mixed,4.6,Biryani,1,280,1,0,0,0,Raita,60,Side
8461,4414,Kolkata,22,3,late_night,budget,new,7,859.34,601,independent,Indian,4.3,Paneer Tikka,1,220,1,0,0,0,Lassi,70,Drink
8462,923,Mumbai,13,3,lunch,budget,regular,19,462.9,454,independent,Mixed,4.3,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
8463,4400,Kolkata,22,1,late_night,occasional,power,21,798.72,517,independent,Continental,3.6,"Biryani,Salan",2,350,1,1,0,0,Butter Chicken,320,Main
8464,2658,Mumbai,18,2,dinner,occasional,new,23,689.21,502,independent,Continental,3.6,"Biryani,Salad",2,370,1,0,0,0,Salan,70,Side
8465,5942,Bangalore,11,1,lunch,occasional,new,26,567.58,788,independent,Continental,4.8,"Biryani,Salan,Mineral Water",3,370,1,1,1,0,Raita,60,Side
8466,563,Hyderabad,18,0,dinner,premium,regular,26,943.57,193,independent,Mixed,4.2,"Paneer Tikka,Ice Cream,Butter Chicken",3,630,1,0,0,1,Coke,50,Drink
8467,4848,Delhi,11,5,lunch,premium,regular,22,841.17,89,chain,Indian,3.7,"Hakka Noodles,Samosa,Fresh Lime",3,290,1,0,1,0,Chicken Wings,180,Starter
8468,4883,Hyderabad,8,2,breakfast,occasional,new,28,839.16,618,independent,Indian,3.8,"Paneer Tikka,Naan",2,260,1,0,0,0,Raita,60,Side
8469,1998,Hyderabad,11,3,lunch,budget,regular,28,313.22,253,chain,Chinese,3.7,"Dal Makhani,Chicken Fried Rice,Naan",3,430,1,0,0,0,Mineral Water,20,Drink
8470,2365,Mumbai,18,2,dinner,premium,regular,12,759.69,775,independent,Continental,4.8,"Dal Makhani,Biryani,Lassi,Ice Cream",4,620,1,0,1,1,Salad,90,Starter
8471,4257,Delhi,11,6,lunch,budget,new,19,557.28,225,chain,Mixed,4.8,"Dal Makhani,Chicken Wings",2,360,1,0,0,0,Papad,25,Side
8472,3884,Mumbai,17,0,dinner,occasional,power,19,827.89,372,independent,Chinese,4.6,"Biryani,Mineral Water,Raita",3,360,1,1,1,0,Chicken Fried Rice,210,Main
8473,4512,Delhi,13,2,lunch,occasional,regular,27,942.24,203,chain,Indian,4.6,Dal Makhani,1,180,1,0,0,0,Papad,25,Side
8474,2254,Delhi,21,0,late_night,premium,new,23,809.87,106,chain,Continental,4.1,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
8475,3785,Hyderabad,12,1,lunch,premium,new,14,865.12,472,independent,Chinese,3.6,"Paneer Tikka,Brownie,Chicken Fried Rice",3,530,1,0,0,1,Mineral Water,20,Drink
8476,1081,Bangalore,17,2,dinner,budget,power,4,250.11,437,independent,Chinese,4.0,Dal Makhani,1,180,1,0,0,0,Mineral Water,20,Drink
8477,1849,Bangalore,19,0,dinner,budget,regular,6,818.54,363,chain,Continental,4.4,"Fresh Lime,Chicken Fried Rice",2,270,1,0,1,0,Chicken Wings,180,Starter
8478,2875,Bangalore,8,4,breakfast,premium,power,20,318.02,551,chain,Continental,4.4,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
8479,3430,Kolkata,17,1,dinner,occasional,new,20,584.61,629,independent,Mixed,3.8,Chicken Fried Rice,1,210,1,0,0,0,Salad,90,Starter
8480,902,Mumbai,15,0,dinner,occasional,new,19,247.57,647,chain,Continental,4.0,"Paneer Tikka,Salan",2,290,1,1,0,0,Biryani,280,Main
8481,3129,Bangalore,23,1,late_night,premium,regular,24,326.49,68,independent,Mixed,4.4,"Biryani,Lassi",2,350,1,0,1,0,Salan,70,Side
8482,5477,Mumbai,14,5,lunch,premium,new,23,540.68,149,chain,Continental,4.0,"Chicken Fried Rice,Raita,Papad,Hakka Noodles",4,485,1,1,0,0,Spring Rolls,120,Starter
8483,5689,Kolkata,23,2,late_night,premium,new,24,889.92,761,chain,Mixed,4.1,"Papad,Brownie",2,125,0,1,0,1,Samosa,40,Starter
8484,400,Kolkata,10,1,breakfast,occasional,power,3,358.59,113,independent,Chinese,3.5,"Biryani,Naan,Spring Rolls,Chicken Wings",4,620,1,0,0,0,Gulab Jamun,80,Dessert
8485,4093,Hyderabad,8,2,breakfast,budget,new,10,775.62,40,chain,Mixed,3.9,"Chicken Fried Rice,Naan",2,250,1,0,0,0,Coke,50,Drink
8486,4998,Bangalore,10,0,breakfast,occasional,new,22,877.87,454,chain,Chinese,4.2,"Butter Chicken,Papad",2,345,1,1,0,0,Roti,30,Bread
8487,2471,Kolkata,18,2,dinner,premium,regular,10,884.31,74,independent,Chinese,4.2,"Butter Chicken,Dal Makhani,Rasgulla",3,570,1,0,0,1,Chicken Wings,180,Starter
8488,2684,Bangalore,8,3,breakfast,premium,new,3,416.53,33,independent,Chinese,4.2,"Paneer Tikka,Biryani",2,500,1,0,0,0,Naan,40,Bread
8489,2626,Delhi,12,3,lunch,premium,power,14,717.83,313,independent,Chinese,4.3,"Chicken Fried Rice,Biryani,Butter Chicken,Gulab Jamun",4,890,1,0,0,1,Salad,90,Starter
8490,11,Delhi,15,1,dinner,occasional,new,13,642.16,717,chain,Continental,4.1,"Dal Makhani,Salad",2,270,1,0,0,0,Naan,40,Bread
8491,3602,Mumbai,21,1,late_night,budget,regular,23,379.87,234,chain,Continental,3.9,"Salan,Roti,Coke",3,150,0,1,1,0,Gulab Jamun,80,Dessert
8492,3218,Bangalore,12,0,lunch,occasional,regular,1,445.51,549,chain,Indian,4.7,Dal Makhani,1,180,1,0,0,0,Mineral Water,20,Drink
8493,2295,Hyderabad,11,0,lunch,premium,power,12,672.94,448,chain,Indian,3.9,"Chicken Wings,Chicken Fried Rice",2,390,1,0,0,0,Ice Cream,90,Dessert
8494,4548,Kolkata,12,2,lunch,occasional,new,14,767.42,769,independent,Indian,3.8,"Paneer Tikka,Fresh Lime,Spring Rolls,Roti",4,430,1,0,1,0,Chicken Wings,180,Starter
8495,4229,Hyderabad,15,2,dinner,budget,new,10,495.09,197,independent,Chinese,4.2,"Butter Chicken,Salad,Roti",3,440,1,0,0,0,Raita,60,Side
8496,4581,Delhi,22,0,late_night,premium,new,14,375.36,272,chain,Indian,4.7,"Butter Chicken,Chicken Wings",2,500,1,0,0,0,Dal Makhani,180,Main
8497,3832,Hyderabad,22,1,late_night,occasional,power,26,707.44,226,chain,Continental,4.5,"Hakka Noodles,Paneer Tikka",2,410,1,0,0,0,Salad,90,Starter
8498,2540,Hyderabad,15,6,dinner,occasional,power,5,797.51,313,chain,Continental,4.7,"Hakka Noodles,Naan,Spring Rolls",3,350,1,0,0,0,Coke,50,Drink
8499,3358,Delhi,10,3,breakfast,premium,power,26,203.79,215,independent,Mixed,4.7,"Chicken Fried Rice,Rasgulla,Coke,Dal Makhani",4,510,1,0,1,1,Spring Rolls,120,Starter
8500,1234,Kolkata,13,2,lunch,premium,new,7,863.42,753,independent,Continental,3.5,"Chicken Fried Rice,Chicken Wings",2,390,1,0,0,0,Paneer Tikka,220,Main
8501,1072,Kolkata,15,6,dinner,occasional,regular,28,806.47,583,chain,Indian,4.2,"Salan,Mineral Water",2,90,0,1,1,0,Raita,60,Side
8502,4751,Hyderabad,10,0,breakfast,occasional,regular,3,551.03,740,independent,Continental,4.2,"Butter Chicken,Chicken Wings",2,500,1,0,0,0,Fresh Lime,60,Drink
8503,2178,Bangalore,19,5,dinner,occasional,power,13,544.54,59,chain,Chinese,3.9,"Coke,Chicken Fried Rice",2,260,1,0,1,0,Spring Rolls,120,Starter
8504,1349,Kolkata,8,6,breakfast,occasional,power,8,727.66,169,independent,Mixed,3.8,"Hakka Noodles,Paneer Tikka,Spring Rolls,Gulab Jamun",4,610,1,0,0,1,Coke,50,Drink
8505,4827,Kolkata,8,5,breakfast,premium,new,18,870.23,757,independent,Mixed,4.0,"Paneer Tikka,Spring Rolls",2,340,1,0,0,0,Naan,40,Bread
8506,2048,Hyderabad,16,0,dinner,premium,power,8,899.61,192,independent,Mixed,3.6,Butter Chicken,1,320,1,0,0,0,Dal Makhani,180,Main
8507,1826,Bangalore,18,6,dinner,occasional,power,7,228.85,296,chain,Continental,4.5,"Paneer Tikka,Rasgulla,Naan,Mineral Water",4,350,1,0,1,1,Raita,60,Side
8508,721,Hyderabad,13,4,lunch,premium,power,7,894.98,539,independent,Indian,3.5,"Fresh Lime,Brownie,Raita",3,220,0,1,1,1,Coke,50,Drink
8509,215,Hyderabad,17,3,dinner,occasional,new,24,870.92,128,independent,Continental,4.5,"Fresh Lime,Chicken Fried Rice",2,270,1,0,1,0,Coke,50,Drink
8510,575,Mumbai,10,1,breakfast,premium,new,20,812.27,15,independent,Indian,4.1,"Paneer Tikka,Ice Cream,Mineral Water,Brownie",4,430,1,0,1,1,Salan,70,Side
8511,2777,Delhi,13,1,lunch,occasional,power,25,697.64,49,chain,Continental,3.7,"Chicken Fried Rice,Hakka Noodles,Paneer Tikka",3,620,1,0,0,0,Samosa,40,Starter
8512,1155,Kolkata,20,6,late_night,occasional,power,5,320.68,192,chain,Mixed,4.7,"Biryani,Mineral Water,Lassi",3,370,1,0,1,0,Salad,90,Starter
8513,989,Mumbai,23,3,late_night,budget,power,16,853.7,433,independent,Chinese,3.7,"Butter Chicken,Brownie,Naan,Chicken Fried Rice",4,670,1,0,0,1,Gulab Jamun,80,Dessert
8514,159,Hyderabad,13,6,lunch,occasional,power,8,392.29,232,chain,Indian,3.6,"Chicken Fried Rice,Ice Cream",2,300,1,0,0,1,Raita,60,Side
8515,4457,Kolkata,13,4,lunch,budget,regular,22,744.16,212,chain,Chinese,4.4,"Chicken Fried Rice,Paneer Tikka,Salad",3,520,1,0,0,0,Chicken Wings,180,Starter
8516,1188,Hyderabad,13,0,lunch,budget,power,9,257.19,449,independent,Mixed,4.6,"Biryani,Samosa,Coke,Chicken Fried Rice",4,580,1,0,1,0,Lassi,70,Drink
8517,521,Delhi,20,5,late_night,occasional,regular,22,547.06,165,independent,Continental,3.9,"Paneer Tikka,Dal Makhani,Butter Chicken",3,720,1,0,0,0,Ice Cream,90,Dessert
8518,755,Kolkata,23,5,late_night,budget,power,10,953.69,147,independent,Mixed,4.8,"Paneer Tikka,Samosa",2,260,1,0,0,0,Naan,40,Bread
8519,1304,Delhi,21,1,late_night,budget,regular,7,647.33,79,chain,Indian,4.6,"Hakka Noodles,Coke,Fresh Lime",3,300,1,0,1,0,Ice Cream,90,Dessert
8520,3159,Bangalore,20,4,late_night,premium,new,4,273.33,540,chain,Continental,4.6,"Dal Makhani,Ice Cream,Naan",3,310,1,0,0,1,Butter Chicken,320,Main
8521,205,Kolkata,19,6,dinner,occasional,regular,27,759.45,501,chain,Indian,3.8,"Biryani,Chicken Fried Rice,Butter Chicken",3,810,1,0,0,0,Lassi,70,Drink
8522,5006,Kolkata,9,0,breakfast,budget,new,14,719.65,784,chain,Continental,4.3,"Dal Makhani,Samosa,Fresh Lime",3,280,1,0,1,0,Papad,25,Side
8523,3595,Delhi,20,0,late_night,occasional,power,26,924.45,231,chain,Chinese,4.8,"Butter Chicken,Chicken Fried Rice,Salad",3,620,1,0,0,0,Naan,40,Bread
8524,2879,Kolkata,16,0,dinner,occasional,regular,28,673.88,518,independent,Chinese,3.6,"Chicken Fried Rice,Paneer Tikka",2,430,1,0,0,0,Chicken Wings,180,Starter
8525,1166,Hyderabad,18,2,dinner,budget,new,3,339.74,335,independent,Indian,3.6,"Biryani,Rasgulla,Samosa",3,390,1,0,0,1,Salan,70,Side
8526,2290,Delhi,14,1,lunch,occasional,new,26,923.29,329,chain,Indian,4.2,"Ice Cream,Mineral Water",2,110,0,0,1,1,Salad,90,Starter
8527,1108,Delhi,16,0,dinner,premium,new,1,661.12,441,independent,Mixed,4.1,"Chicken Fried Rice,Butter Chicken,Lassi,Brownie",4,700,1,0,1,1,Coke,50,Drink
8528,3662,Delhi,18,4,dinner,budget,power,18,265.24,244,independent,Mixed,4.0,"Hakka Noodles,Rasgulla,Spring Rolls,Butter Chicken",4,700,1,0,0,1,Coke,50,Drink
8529,4969,Delhi,22,6,late_night,premium,power,12,397.85,580,independent,Continental,3.9,"Butter Chicken,Biryani,Papad",3,625,1,1,0,0,Raita,60,Side
8530,5424,Bangalore,8,4,breakfast,occasional,new,2,245.43,7,independent,Indian,4.3,"Rasgulla,Salad,Samosa",3,200,0,0,0,1,Mineral Water,20,Drink
8531,4144,Mumbai,8,0,breakfast,premium,power,19,512.85,442,independent,Continental,3.5,"Butter Chicken,Rasgulla",2,390,1,0,0,1,Naan,40,Bread
8532,5945,Kolkata,8,6,breakfast,premium,regular,22,230.86,580,independent,Continental,3.8,"Dal Makhani,Biryani",2,460,1,0,0,0,Coke,50,Drink
